record_id,customer_id,merchant_id,created_at,event,amount,failure,root_cause,risk,agent_decision,action,attempt,result,recovered,status,stop_reason,payment_method,prior_failed_attempts,customer_risk_score,time_since_last_purchase_days,historical_ltv_inr,days_overdue,p_recover_true
rec_0115,C522,merchant_test_001,2026-08-09T11:45:00,payment_failure,2700,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,0,0.308,230,7563.02,,0.196
rec_0478,C203,merchant_test_001,2026-08-12T11:33:00,subscription_failure,250,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,250.0,recovered,payment_success,card,1,0.16,252,25596.08,,0.732
rec_0049,C762,merchant_test_001,2026-08-20T01:59:00,checkout_abandonment,900,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,900.0,recovered,customer_paid,emi,0,0.111,160,1465.93,,0.57
rec_0118,C324,merchant_test_001,2026-08-19T06:56:00,checkout_abandonment,2500,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,success,2500.0,recovered,customer_paid,wallet,0,0.206,329,2713.03,,0.705
rec_0589,C112,merchant_test_001,2026-08-18T19:10:00,payment_failure,150,otp_failure,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,success,150.0,recovered,customer_paid,upi,1,0.243,205,5415.76,,0.441
rec_0021,C532,merchant_test_001,2026-08-06T23:30:00,checkout_abandonment,200,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,200.0,recovered,customer_paid,wallet,0,0.515,65,2378.34,,0.778
rec_0234,C861,merchant_test_001,2026-08-16T10:11:00,checkout_abandonment,650,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,failed,max_retries_reached,wallet,0,0.643,192,5533.8,,0.765
rec_0245,C309,merchant_test_001,2026-08-04T22:44:00,subscription_failure,550,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,0,0.344,326,417.18,,0.397
rec_0065,C907,merchant_test_001,2026-08-25T18:25:00,payment_failure,100,otp_failure,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,failed,max_retries_reached,netbanking,0,0.233,397,43673.99,,0.675
rec_0372,C341,merchant_test_001,2026-08-16T19:39:00,subscription_failure,1350,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,2,0.471,234,7878.25,,0.345
rec_0420,C568,merchant_test_001,2026-08-17T16:38:00,payment_failure,250,risk_declined,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,emi,1,0.318,241,5090.3,,0.03
rec_0333,C856,merchant_test_001,2026-08-10T16:18:00,subscription_failure,3500,mandate_limit_exceeded,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,card,0,0.405,252,9412.38,,0.253
rec_0331,C217,merchant_test_001,2026-08-02T16:22:00,payment_failure,1300,network_error,soft_decline,recoverable,retry_now,retry_payment,1/2,success,1300.0,recovered,payment_success,emi,0,0.135,53,2413.91,,0.97
rec_0197,C836,merchant_test_001,2026-08-25T08:09:00,payment_failure,700,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,2,0.241,23,12775.94,,0.131
rec_0003,C630,merchant_test_001,2026-08-17T14:06:00,overdue_invoice,66200,overdue_31_60d,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,success,66200.0,recovered,customer_paid,invoice,0,0.286,23,6210.35,35.0,0.35
rec_0086,C416,merchant_test_001,2026-08-21T04:44:00,payment_failure,100,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,100.0,recovered,payment_success,card,2,0.56,333,185.87,,0.892
rec_0447,C366,merchant_test_001,2026-08-16T05:08:00,payment_failure,200,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,wallet,1,0.35,275,6356.68,,0.539
rec_0525,C383,merchant_test_001,2026-08-17T13:09:00,checkout_abandonment,3750,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,3750.0,recovered,customer_paid,card,2,0.242,232,2104.6,,0.916
rec_0219,C240,merchant_test_001,2026-08-13T16:20:00,overdue_invoice,21750,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.202,280,1989.21,54.0,0.03
rec_0213,C408,merchant_test_001,2026-08-08T18:08:00,subscription_failure,1200,issuer_down,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,success,1200.0,recovered,customer_paid,upi,2,0.108,333,1509.82,,0.445
rec_0450,C224,merchant_test_001,2026-08-20T17:40:00,payment_failure,400,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,0,0.085,234,9780.24,,0.127
rec_0404,C919,merchant_test_001,2026-08-19T12:04:00,payment_failure,800,network_error,technical_issue,recoverable,retry_later,retry_payment,3/3,success,800.0,recovered,payment_success,netbanking,0,0.147,16,10017.64,,0.683
rec_0109,C902,merchant_test_001,2026-08-08T02:20:00,checkout_abandonment,1400,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,1400.0,recovered,customer_paid,netbanking,0,0.396,303,36589.94,,0.792
rec_0001,C519,merchant_test_001,2026-08-18T14:20:00,overdue_invoice,9250,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.207,395,2426.91,87.0,0.03
rec_0408,C355,merchant_test_001,2026-08-22T04:43:00,checkout_abandonment,450,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,card,1,0.077,92,2488.58,,0.206
rec_0225,C228,merchant_test_001,2026-08-10T12:36:00,checkout_abandonment,500,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,emi,1,0.165,296,617.22,,0.38
rec_0392,C864,merchant_test_001,2026-08-08T18:21:00,checkout_abandonment,350,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,failure,0.0,stopped,customer_opted_out,wallet,2,0.056,70,1273.11,,0.97
rec_0275,C331,merchant_test_001,2026-08-16T14:11:00,payment_failure,1850,otp_failure,soft_decline,recoverable,retry_now,retry_payment,1/2,success,1850.0,recovered,payment_success,card,1,0.11,134,6414.47,,0.591
rec_0371,C317,merchant_test_001,2026-08-16T15:19:00,checkout_abandonment,1550,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,failed,max_retries_reached,wallet,1,0.462,101,4331.09,,0.482
rec_0192,C893,merchant_test_001,2026-08-04T09:26:00,payment_failure,900,network_error,technical_issue,recoverable,retry_later,retry_payment,1/3,success,900.0,recovered,payment_success,netbanking,0,0.159,6,29212.0,,0.97
rec_0209,C825,merchant_test_001,2026-08-08T04:53:00,subscription_failure,700,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,2/3,success,700.0,recovered,payment_success,card,1,0.404,49,41848.53,,0.552
rec_0347,C275,merchant_test_001,2026-08-18T13:25:00,payment_failure,600,issuer_down,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,success,600.0,recovered,customer_paid,card,0,0.562,127,16584.12,,0.579
rec_0497,C681,merchant_test_001,2026-08-17T16:35:00,overdue_invoice,12100,overdue_1_30d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.495,156,1501.79,43.0,0.21
rec_0189,C839,merchant_test_001,2026-08-06T00:54:00,checkout_abandonment,700,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,700.0,recovered,customer_paid,card,0,0.33,90,1435.52,,0.78
rec_0170,C517,merchant_test_001,2026-08-22T20:03:00,payment_failure,2850,insufficient_funds,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,failed,max_retries_reached,card,0,0.224,94,858.63,,0.426
rec_0230,C566,merchant_test_001,2026-08-23T13:59:00,subscription_failure,500,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,0,0.014,147,1757.69,,0.232
rec_0204,C205,merchant_test_001,2026-08-19T06:08:00,payment_failure,850,issuer_down,technical_issue,recoverable,retry_later,retry_payment,1/3,success,850.0,recovered,payment_success,emi,2,0.13,289,439.65,,0.464
rec_0301,C313,merchant_test_001,2026-08-06T02:42:00,payment_failure,700,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,2,0.024,353,29654.51,,0.233
rec_0336,C421,merchant_test_001,2026-08-15T01:52:00,payment_failure,450,risk_declined,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,0,0.191,267,526.78,,0.03
rec_0515,C872,merchant_test_001,2026-08-04T00:44:00,overdue_invoice,1800,overdue_60d_plus,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.328,180,6575.1,85.0,0.03
rec_0228,C793,merchant_test_001,2026-08-08T12:29:00,checkout_abandonment,1850,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,failed,max_retries_reached,card,1,0.011,224,645.32,,0.466
rec_0370,C120,merchant_test_001,2026-08-02T20:23:00,subscription_failure,700,card_expired,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,2,0.351,234,49423.0,,0.03
rec_0296,C271,merchant_test_001,2026-08-24T21:39:00,overdue_invoice,24450,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,2,0.28,392,704.45,50.0,0.351
rec_0424,C973,merchant_test_001,2026-08-15T23:59:00,checkout_abandonment,1950,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,wallet,1,0.238,294,1741.35,,0.065
rec_0113,C291,merchant_test_001,2026-08-21T05:48:00,checkout_abandonment,1850,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,failure,0.0,stopped,customer_opted_out,wallet,1,0.156,8,6688.14,,0.826
rec_0369,C466,merchant_test_001,2026-08-18T17:20:00,subscription_failure,300,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,0,0.234,2,10641.43,,0.041
rec_0299,C153,merchant_test_001,2026-08-11T22:56:00,checkout_abandonment,150,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,stopped,customer_opted_out,netbanking,1,0.378,118,2168.15,,0.873
rec_0509,C976,merchant_test_001,2026-08-22T09:30:00,overdue_invoice,7450,overdue_60d_plus,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,2/3,success,7450.0,recovered,customer_paid,invoice,0,0.411,315,1781.3,1.0,0.97
rec_0293,C830,merchant_test_001,2026-08-04T14:32:00,overdue_invoice,3400,overdue_31_60d,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,2,0.302,366,4617.01,88.0,0.03
rec_0373,C580,merchant_test_001,2026-08-09T00:50:00,checkout_abandonment,1850,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,1850.0,recovered,customer_paid,wallet,2,0.343,304,22725.12,,0.891
rec_0491,C200,merchant_test_001,2026-08-23T10:38:00,subscription_failure,2750,mandate_limit_exceeded,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,0,0.102,359,7858.29,,0.031
rec_0537,C251,merchant_test_001,2026-08-03T21:18:00,checkout_abandonment,1550,payment_selection_dropoff,technical_issue,recoverable,retry_prompt,send_retry_link,1/2,success,1550.0,recovered,customer_paid,upi,0,0.226,341,306.26,,0.574
rec_0550,C389,merchant_test_001,2026-08-06T07:23:00,payment_failure,6000,network_error,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,netbanking,3,0.28,255,1859.87,,0.509
rec_0147,C357,merchant_test_001,2026-08-18T04:55:00,overdue_invoice,128450,overdue_31_60d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,128450.0,recovered,customer_paid,invoice,3,0.191,237,3770.6,9.0,0.97
rec_0255,C345,merchant_test_001,2026-08-19T12:48:00,subscription_failure,850,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,850.0,recovered,payment_success,card,0,0.12,300,27443.08,,0.766
rec_0239,C824,merchant_test_001,2026-08-22T11:50:00,overdue_invoice,7100,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.394,355,1698.9,72.0,0.315
rec_0570,C985,merchant_test_001,2026-08-07T21:05:00,payment_failure,200,risk_declined,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,1,0.318,46,11920.61,,0.03
rec_0268,C270,merchant_test_001,2026-08-04T16:49:00,payment_failure,1250,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,0,0.197,245,933.76,,0.041
rec_0149,C729,merchant_test_001,2026-08-08T21:53:00,checkout_abandonment,500,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,failure,0.0,failed,max_retries_reached,upi,0,0.332,314,482.2,,0.423
rec_0318,C845,merchant_test_001,2026-08-14T11:28:00,checkout_abandonment,1150,otp_dropoff,technical_issue,recoverable,retry_prompt,send_retry_link,1/2,success,1150.0,recovered,customer_paid,card,0,0.29,68,12810.62,,0.918
rec_0422,C129,merchant_test_001,2026-08-19T12:50:00,checkout_abandonment,7600,cart_dropoff,technical_issue,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,1,0.742,15,2731.72,,0.03
rec_0236,C567,merchant_test_001,2026-08-14T11:39:00,payment_failure,2150,otp_failure,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,failed,max_retries_reached,upi,0,0.12,26,1437.85,,0.626
rec_0261,C847,merchant_test_001,2026-08-16T20:51:00,payment_failure,200,bank_timeout,soft_decline,recoverable,retry_now,retry_payment,1/2,success,200.0,recovered,payment_success,netbanking,2,0.337,195,11259.46,,0.627
rec_0395,C450,merchant_test_001,2026-08-01T00:33:00,subscription_failure,150,insufficient_funds,soft_decline,recoverable,retry_alternate_method,retry_payment_alt_method,2/2,failure,0.0,failed,max_retries_reached,upi,1,0.201,144,5261.05,,0.518
rec_0453,C144,merchant_test_001,2026-08-05T05:07:00,subscription_failure,650,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,2,0.269,83,2674.81,,0.192
rec_0066,C373,merchant_test_001,2026-08-03T00:05:00,overdue_invoice,26700,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.036,397,23275.52,59.0,0.03
rec_0232,C876,merchant_test_001,2026-08-01T08:34:00,payment_failure,300,otp_failure,soft_decline,recoverable,retry_now,retry_payment,1/2,success,300.0,recovered,payment_success,wallet,0,0.28,200,9016.59,,0.497
rec_0053,C885,merchant_test_001,2026-08-14T01:30:00,payment_failure,300,insufficient_funds,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,1,0.424,12,6931.72,,0.392
rec_0093,C673,merchant_test_001,2026-08-22T14:38:00,payment_failure,300,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,0,0.151,396,1921.96,,0.337
rec_0103,C565,merchant_test_001,2026-08-17T16:13:00,subscription_failure,800,issuer_down,technical_issue,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,1,0.483,356,2281.86,,0.22
rec_0186,C952,merchant_test_001,2026-08-20T18:33:00,payment_failure,650,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,3,0.107,210,601.76,,0.251
rec_0069,C147,merchant_test_001,2026-08-05T21:19:00,subscription_failure,450,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,1,0.094,349,4410.31,,0.08
rec_0040,C167,merchant_test_001,2026-08-18T01:47:00,payment_failure,1800,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,1800.0,recovered,payment_success,netbanking,0,0.148,186,3229.72,,0.808
rec_0254,C621,merchant_test_001,2026-08-01T15:34:00,overdue_invoice,27550,overdue_31_60d,hard_decline,recoverable,escalate_to_collections,escalate_to_human,1/1,failure,0.0,escalated,escalated_unresolved,invoice,0,0.015,359,1172.29,26.0,0.628
rec_0488,C406,merchant_test_001,2026-08-05T19:24:00,checkout_abandonment,50,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,50.0,recovered,customer_paid,emi,0,0.402,126,2422.26,,0.92
rec_0054,C815,merchant_test_001,2026-08-25T00:06:00,payment_failure,150,3ds_failure,technical_issue,recoverable,retry_later,retry_payment,1/3,success,150.0,recovered,payment_success,wallet,1,0.441,50,29906.82,,0.59
rec_0298,C538,merchant_test_001,2026-08-12T00:17:00,overdue_invoice,6900,overdue_60d_plus,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.242,113,2490.37,62.0,0.116
rec_0341,C727,merchant_test_001,2026-08-20T13:07:00,overdue_invoice,6650,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.657,98,9803.09,51.0,0.03
rec_0187,C627,merchant_test_001,2026-08-11T02:33:00,overdue_invoice,21550,overdue_60d_plus,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,21550.0,recovered,customer_paid,invoice,0,0.559,367,6538.75,13.0,0.782
rec_0596,C447,merchant_test_001,2026-08-18T15:15:00,payment_failure,850,insufficient_funds,hard_decline,recoverable,offer_alternate_payment,send_payment_link,1/1,failure,0.0,failed,max_retries_reached,wallet,0,0.031,206,12647.15,,0.411
rec_0156,C341,merchant_test_001,2026-08-25T07:27:00,overdue_invoice,14550,overdue_60d_plus,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,14550.0,recovered,customer_paid,invoice,0,0.116,154,1922.51,18.0,0.96
rec_0221,C831,merchant_test_001,2026-08-07T14:35:00,checkout_abandonment,2050,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,card,0,0.051,249,1134.35,,0.396
rec_0442,C603,merchant_test_001,2026-08-21T05:32:00,payment_failure,400,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,3/3,success,400.0,recovered,payment_success,wallet,1,0.09,98,1962.89,,0.687
rec_0386,C608,merchant_test_001,2026-08-03T22:02:00,payment_failure,450,card_expired,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,0,0.07,85,13297.72,,0.03
rec_0044,C629,merchant_test_001,2026-08-02T16:11:00,overdue_invoice,23050,overdue_60d_plus,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,1,0.202,234,11368.96,67.0,0.114
rec_0057,C966,merchant_test_001,2026-08-13T04:02:00,overdue_invoice,19750,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,2,0.204,144,2422.6,85.0,0.038
rec_0535,C517,merchant_test_001,2026-08-09T17:17:00,checkout_abandonment,800,address_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,800.0,recovered,customer_paid,upi,0,0.196,199,724.71,,0.677
rec_0379,C150,merchant_test_001,2026-08-08T03:03:00,checkout_abandonment,2600,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,2600.0,recovered,customer_paid,emi,2,0.149,260,13148.05,,0.937
rec_0208,C250,merchant_test_001,2026-08-13T11:00:00,checkout_abandonment,1650,otp_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,1650.0,recovered,customer_paid,netbanking,1,0.198,259,927.48,,0.97
rec_0064,C559,merchant_test_001,2026-08-15T02:48:00,checkout_abandonment,300,address_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,emi,2,0.176,324,3692.94,,0.301
rec_0195,C420,merchant_test_001,2026-08-02T05:07:00,checkout_abandonment,350,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,wallet,0,0.234,115,2344.46,,0.338
rec_0577,C610,merchant_test_001,2026-08-11T04:25:00,checkout_abandonment,1200,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,success,1200.0,recovered,customer_paid,card,0,0.463,266,24462.63,,0.062
rec_0482,C594,merchant_test_001,2026-08-24T02:19:00,payment_failure,1250,issuer_down,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,stopped,customer_opted_out,upi,3,0.103,211,537.93,,0.71
rec_0529,C593,merchant_test_001,2026-08-07T05:18:00,checkout_abandonment,550,cart_dropoff,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,netbanking,0,0.455,187,4048.99,,0.226
rec_0151,C941,merchant_test_001,2026-08-12T04:20:00,payment_failure,750,otp_failure,soft_decline,recoverable,retry_now,retry_payment,2/2,failure,0.0,failed,max_retries_reached,emi,0,0.145,242,2813.18,,0.487
rec_0281,C155,merchant_test_001,2026-08-11T11:31:00,checkout_abandonment,150,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,150.0,recovered,customer_paid,card,2,0.109,315,2866.25,,0.887
rec_0394,C125,merchant_test_001,2026-08-14T19:53:00,subscription_failure,900,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,card,0,0.5,393,3468.99,,0.03
rec_0397,C912,merchant_test_001,2026-08-12T15:24:00,payment_failure,700,bank_timeout,technical_issue,recoverable,retry_later,retry_payment,1/3,success,700.0,recovered,payment_success,wallet,1,0.102,347,985.31,,0.723
rec_0272,C887,merchant_test_001,2026-08-07T09:57:00,subscription_failure,2300,insufficient_funds,soft_decline,recoverable,retry_alternate_method,retry_payment_alt_method,1/2,success,2300.0,recovered,payment_success,card,0,0.179,194,1465.47,,0.547
rec_0474,C108,merchant_test_001,2026-08-11T23:54:00,payment_failure,300,issuer_down,technical_issue,recoverable,retry_later,retry_payment,3/3,failure,0.0,failed,max_retries_reached,card,2,0.445,33,4414.35,,0.46
rec_0432,C863,merchant_test_001,2026-08-15T15:40:00,subscription_failure,400,insufficient_funds,technical_issue,recoverable,retry_later,retry_payment,1/3,success,400.0,recovered,payment_success,card,1,0.105,224,7801.81,,0.415
rec_0132,C354,merchant_test_001,2026-08-25T09:39:00,checkout_abandonment,550,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,1/2,success,550.0,recovered,customer_paid,wallet,2,0.34,3,1887.24,,0.872
rec_0501,C369,merchant_test_001,2026-08-09T02:09:00,payment_failure,1000,network_error,soft_decline,recoverable,retry_now,retry_payment,2/2,success,1000.0,recovered,payment_success,emi,0,0.182,322,24207.47,,0.668
rec_0356,C484,merchant_test_001,2026-08-05T13:05:00,payment_failure,450,card_expired,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,upi,2,0.205,136,3354.54,,0.03
rec_0401,C722,merchant_test_001,2026-08-13T12:14:00,payment_failure,200,otp_failure,soft_decline,recoverable,retry_now,retry_payment,1/2,success,200.0,recovered,payment_success,emi,0,0.254,223,324.67,,0.598
rec_0357,C611,merchant_test_001,2026-08-15T18:26:00,checkout_abandonment,1000,payment_selection_dropoff,customer_hesitation,recoverable,send_reminder,send_whatsapp_reminder,2/2,success,1000.0,recovered,customer_paid,upi,2,0.22,317,3029.91,,0.481
rec_0215,C466,merchant_test_001,2026-08-04T23:09:00,overdue_invoice,9900,overdue_60d_plus,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,0,0.156,152,2645.98,67.0,0.066
rec_0360,C238,merchant_test_001,2026-08-25T16:46:00,subscription_failure,2800,risk_declined,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,wallet,1,0.6,316,10416.31,,0.03
rec_0574,C483,merchant_test_001,2026-08-12T09:36:00,subscription_failure,1250,insufficient_funds,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,emi,1,0.214,244,2015.14,,0.364
rec_0337,C111,merchant_test_001,2026-08-10T13:18:00,overdue_invoice,25900,overdue_31_60d,customer_hesitation,not_recoverable,soft_reminder_low_priority,send_email_reminder,1/1,failure,0.0,failed,max_retries_reached,invoice,1,0.738,84,3016.38,45.0,0.399
rec_0403,C209,merchant_test_001,2026-08-17T03:02:00,overdue_invoice,4400,overdue_31_60d,hard_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,invoice,3,0.282,365,9523.06,82.0,0.03
rec_0090,C547,merchant_test_001,2026-08-18T06:26:00,payment_failure,300,card_expired,soft_decline,not_recoverable,write_off,no_action,0/0,not_attempted,0.0,not_recovered,predicted_not_recoverable_skipped,netbanking,1,0.071,312,2029.69,,0.03
rec_0534,C995,merchant_test_001,2026-08-20T08:21:00,overdue_invoice,9450,overdue_60d_plus,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,2/3,success,9450.0,recovered,customer_paid,invoice,0,0.167,149,1001.3,21.0,0.781
rec_0581,C781,merchant_test_001,2026-08-14T14:08:00,overdue_invoice,14650,overdue_31_60d,customer_hesitation,recoverable,send_payment_reminder,send_invoice_reminder,1/3,success,14650.0,recovered,customer_paid,invoice,0,0.312,246,4395.24,30.0,0.432
